CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,RFMSegment,Cluster,Segment,PCA1,PCA2,TSNE1,TSNE2
12955,2,11,4757.16,5,5,5,15,Champions,2,High-Value Active,2.3978601894965337,0.2774311263609521,23.73146,43.403427
12956,307,1,108.07,1,1,1,3,Lost Customers,1,Dormant Customers,-2.55577126779768,1.0084377997260168,-31.067265,43.105835
12957,10,8,4017.54,5,5,5,15,Champions,2,High-Value Active,2.0140147571744755,0.16824714872802865,29.924465,34.333416
12962,8,2,266.39,5,2,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.30247900105329045,-1.154363021323652,-25.619614,-56.694286
12963,9,8,1856.63,5,5,4,14,Champions,2,High-Value Active,1.6421624019357488,-0.07261685256816933,43.61027,39.72801
12965,90,1,769.8100000000001,2,1,3,6,At Risk,0,High-Spend Watchlist,-0.552250383616784,-0.29996460719981416,-34.540016,-10.959742
12966,10,1,160.18,5,1,1,7,New Customers,0,High-Spend Watchlist,-0.9295128347164237,-1.469963659306163,-73.528244,-11.232368
12967,359,2,1660.9,1,2,4,7,At Risk,1,Dormant Customers,-1.107204267452539,2.463114478034995,2.4752326,10.000427
12968,113,1,135.95,2,1,1,4,Needs Attention,0,High-Spend Watchlist,-1.5069111342652124,-0.6187140884935983,-52.542526,12.329039
12970,8,4,405.47,5,4,2,11,Loyal Customers,0,High-Spend Watchlist,0.3684400286065085,-0.8005866303809274,53.867702,-26.1955
12971,4,86,11189.91,5,5,5,15,Champions,2,High-Value Active,4.614688450709718,1.4355673866827388,6.464808,66.83923
12974,198,1,144.8,1,1,1,3,Lost Customers,1,Dormant Customers,-1.887206203845694,0.14305352122701281,-43.693977,22.464285
12976,212,1,738.6,1,1,3,5,At Risk,1,Dormant Customers,-1.1621396199468685,0.7539242621422372,-24.814695,11.843015
12977,157,1,39.239999999999995,2,1,1,4,Needs Attention,1,Dormant Customers,-2.317491431482617,-0.6025784275546167,-51.579605,25.000769
12980,158,9,7374.900000000001,2,5,5,12,At Risk,2,High-Value Active,1.691308397898146,1.691494132329812,21.234364,3.6143804
12981,30,2,372.21999999999997,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.24603292195552687,-0.8617614349804404,-17.92917,-51.805622
12982,243,1,390.54,1,1,2,4,Lost Customers,1,Dormant Customers,-1.6224758651596036,0.8335422941006155,-25.041296,19.766205
12984,19,1,97.5,4,1,1,6,New Customers,0,High-Spend Watchlist,-1.2134265349310411,-1.539447569817982,-76.1389,0.94463193
12985,1,2,1239.38,5,2,4,11,Potential Loyalists,0,High-Spend Watchlist,0.4804479369178622,-0.7539362959214853,4.6121693,-39.416935
12987,74,2,558.7,2,2,3,7,At Risk,0,High-Spend Watchlist,-0.26089030153973375,-0.3552808177585351,-14.589779,-37.40656
12988,293,1,505.82,1,1,3,5,At Risk,1,Dormant Customers,-1.7381779080697206,1.3481938484312785,-15.6559305,23.8638
12989,4,15,6924.110000000001,5,5,5,15,Champions,2,High-Value Active,2.8341042524858233,0.5360945164097064,13.783849,50.770546
12990,32,3,409.5,4,3,2,9,Potential Loyalists,0,High-Spend Watchlist,0.053479963321366994,-0.6873553182515467,20.207993,-55.883915
12991,24,2,503.76,4,2,3,9,Potential Loyalists,0,High-Spend Watchlist,-0.06964262546951043,-0.8233792072018017,-10.213002,-52.36438
12993,24,4,414.76,4,4,2,10,Loyal Customers,0,High-Spend Watchlist,0.3021326455777646,-0.6539429049867764,53.33396,-26.314526
12994,5,3,974.4200000000001,5,3,4,12,Potential Loyalists,0,High-Spend Watchlist,0.6065036605581828,-0.6629809443850715,35.73387,-47.022884
12995,86,1,211.32,2,1,1,4,Needs Attention,0,High-Spend Watchlist,-1.162345794864864,-0.7227971237264686,-55.53026,-1.4128455
12997,23,4,1226.89,4,4,4,12,Champions,2,High-Value Active,0.8356352993306001,-0.33690383164872906,46.017212,-9.7496395
12999,197,3,455.88,1,3,2,6,At Risk,1,Dormant Customers,-0.6918240527782586,0.7870045906091442,9.131399,-7.291335
13000,107,3,534.85,2,3,3,8,At Risk,0,High-Spend Watchlist,-0.17895901175306683,0.04833499841484354,14.383824,-23.926052
13001,5,13,9785.970000000001,5,5,5,15,Champions,2,High-Value Active,2.876193573067418,0.5893456627704529,10.65777,50.031845
13002,319,1,120.94999999999999,1,1,1,3,Lost Customers,1,Dormant Customers,-2.5592847270828325,1.1469007475821744,-29.626467,43.743835
13003,106,3,149.05,2,3,1,6,At Risk,0,High-Spend Watchlist,-0.7955193295455776,-0.34332435204312195,-31.560677,-45.586174
13004,12,18,5655.91,5,5,5,15,Champions,2,High-Value Active,2.8536160943277222,0.6217992164089557,15.987481,55.945206
13005,174,2,513.7,2,2,3,7,At Risk,1,Dormant Customers,-0.7851779649587957,0.4935398869513625,-5.373561,-10.519948
13006,57,1,81.57,3,1,1,5,Needs Attention,0,High-Spend Watchlist,-1.483226661585442,-1.2603832555610828,-69.10947,7.214379
13008,324,1,229.46999999999997,1,1,1,3,Lost Customers,1,Dormant Customers,-2.2727236537945976,1.38208207485303,-21.517405,40.894142
13011,373,1,50.550000000000004,1,1,1,3,Lost Customers,1,Dormant Customers,-3.2406541490899174,1.3598495043810974,-29.108507,52.12572
13012,10,8,1646.8400000000001,5,5,4,14,Champions,2,High-Value Active,1.5788274042348172,-0.09992650672831045,44.824726,40.271767
13013,2,13,4810.9400000000005,5,5,5,15,Champions,2,High-Value Active,2.544112369871318,0.34955166437203905,19.3574,48.736027
13014,11,10,3466.2799999999997,5,5,5,15,Champions,2,High-Value Active,2.120397331900406,0.22208476855597906,28.086763,42.777447
13015,54,5,3339.64,3,4,5,12,Loyal Customers,2,High-Value Active,1.3408804134736871,0.31643630096530384,39.21341,11.064619
13016,74,3,789.89,2,3,3,8,At Risk,0,High-Spend Watchlist,0.17060288118311337,-0.12298304781900025,20.940083,-44.293003
13017,8,1,204.0,5,1,1,7,New Customers,0,High-Spend Watchlist,-0.8024445150586313,-1.4150988933202389,-70.06943,-14.957313
13018,17,28,7277.7,4,5,5,14,Champions,2,High-Value Active,3.338643832524788,0.9298938142185144,12.743905,61.83225
13021,5,9,2616.38,5,5,5,15,Champions,2,High-Value Active,1.9250915475404478,0.042549922916044924,36.51656,41.31475
13023,65,2,689.9,3,2,3,8,Needs Attention,0,High-Spend Watchlist,-0.11457966794657595,-0.37059146096849127,-10.909365,-36.443863
13026,2,5,975.36,5,4,4,13,Champions,2,High-Value Active,0.9917326085656252,-0.508105707472098,68.14272,-2.8744626
13027,114,6,6912.0,2,5,5,12,At Risk,2,High-Value Active,1.5466464413743657,1.1283709644425526,22.281511,26.094152
13028,23,2,661.3199999999999,4,2,3,9,Potential Loyalists,0,High-Spend Watchlist,0.06781215601947416,-0.7503950332611381,-4.3491426,-47.778934
13029,31,3,1247.5,4,3,4,11,Potential Loyalists,0,High-Spend Watchlist,0.6013242062552377,-0.36147858828181706,32.565014,-39.110493
13030,12,2,752.4399999999999,5,2,3,10,Potential Loyalists,0,High-Spend Watchlist,0.18390922290009423,-0.807762059778882,-0.8823872,-48.872482
13032,53,2,1010.18,3,2,4,9,Needs Attention,0,High-Spend Watchlist,0.12936086168953126,-0.3608970556958366,-2.9257421,-33.679436
13033,358,1,190.55,1,1,1,3,Lost Customers,1,Dormant Customers,-2.527368599976703,1.6236093909967912,-19.751295,52.92275
13034,55,2,642.77,3,2,3,8,Needs Attention,0,High-Spend Watchlist,-0.10073412277923265,-0.4792495060668908,-10.328724,-38.700607
13035,74,2,921.88,2,2,3,7,At Risk,0,High-Spend Watchlist,-0.016753623243045825,-0.20483750866984227,-5.062703,-30.059227
13037,139,3,881.07,2,3,3,8,At Risk,0,High-Spend Watchlist,-0.09032150477902841,0.4779637983625162,18.796444,-24.29501
13038,81,3,908.46,2,3,3,8,At Risk,0,High-Spend Watchlist,0.20496150093420645,-0.019777362753491026,21.234867,-32.474472
13040,9,2,676.99,5,2,3,10,Potential Loyalists,0,High-Spend Watchlist,0.14689939041849265,-0.8657254797597477,-1.9551339,-50.66874
13043,274,1,516.42,1,1,3,5,At Risk,1,Dormant Customers,-1.6362327731199136,1.1883540156579147,-17.470863,22.01877
13044,292,1,560.47,1,1,3,5,At Risk,1,Dormant Customers,-1.6833536528717186,1.3702589638605924,-15.461034,23.139893
13045,100,1,305.28000000000003,2,1,2,5,Needs Attention,0,High-Spend Watchlist,-1.0511469197299115,-0.49020747557232314,-46.007965,-1.0146368
13046,31,2,629.31,4,2,3,9,Potential Loyalists,0,High-Spend Watchlist,0.004959663931422333,-0.6953743363923279,-6.975904,-45.93643
13047,32,10,3237.54,4,5,5,14,Champions,2,High-Value Active,1.9855725425488056,0.3851013167735026,31.887644,45.3475
13048,15,4,1819.41,4,4,4,12,Champions,2,High-Value Active,1.0665318452549235,-0.2883714544436622,43.473225,-2.7044923
13049,65,2,656.6800000000001,3,2,3,8,Needs Attention,0,High-Spend Watchlist,-0.13863539225945243,-0.38541521786321087,-11.43927,-36.82952
13050,15,17,5836.86,4,5,5,14,Champions,2,High-Value Active,2.8051135401492417,0.633382410051436,15.752481,55.214123
13052,213,1,348.15000000000003,1,1,2,4,Lost Customers,1,Dormant Customers,-1.5334031143161904,0.5368611374068897,-30.181902,16.133
13055,79,3,1214.41,2,3,4,9,At Risk,0,High-Spend Watchlist,0.3561933831619066,0.049977612838590244,23.733644,-31.621195
13058,25,3,271.40000000000003,4,3,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.11288779417057616,-0.8719084339867881,17.9844,-57.986946
13059,250,1,183.4,1,1,1,3,Lost Customers,1,Dormant Customers,-2.0238997745565217,0.6682075608009916,-34.778687,29.359056
13060,254,1,307.53,1,1,2,4,Lost Customers,1,Dormant Customers,-1.79196393373792,0.8580084102471612,-26.964935,23.888216
13061,73,1,248.61,2,1,1,4,Needs Attention,0,High-Spend Watchlist,-1.0205180582908662,-0.7877462541931326,-54.89658,-3.636247
13062,192,1,346.98,1,1,2,4,Lost Customers,1,Dormant Customers,-1.433533991924813,0.3523040068991974,-32.656464,13.12013
13064,13,4,1105.59,5,4,4,13,Champions,0,High-Spend Watchlist,0.8331950229542238,-0.4555976194358514,49.04692,-11.13112
13065,374,1,205.86,1,1,1,3,Lost Customers,1,Dormant Customers,-2.5671702355065076,1.7865866406750888,-18.016026,54.03225
13066,25,2,470.8,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.10744192277947408,-0.8349531050900154,-11.272333,-52.555164
13067,83,1,115.46000000000001,2,1,1,4,Needs Attention,0,High-Spend Watchlist,-1.4410180112086333,-0.929679128838177,-64.72428,6.9879813
13068,11,2,344.0,5,2,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.19257486109989289,-1.051480251631398,-19.04711,-57.23357
13069,1,24,4431.44,5,5,5,15,Champions,2,High-Value Active,3.038313736051576,0.5746531468193374,15.811712,60.93582
13070,193,1,228.8,1,1,1,3,Lost Customers,1,Dormant Customers,-1.6409298933022995,0.23622031349752018,-39.84771,17.44804
13072,267,1,177.15,1,1,1,3,Lost Customers,1,Dormant Customers,-2.1229057639002464,0.8064205654701389,-32.362003,33.043888
13075,130,1,919.61,2,1,3,6,At Risk,0,High-Spend Watchlist,-0.6589008174006363,0.10307475517253742,-32.39011,-1.9676706
13077,2,4,728.02,5,4,3,12,Loyal Customers,0,High-Spend Watchlist,0.6826311011887738,-0.6772880152099934,52.95791,-20.587479
13078,4,26,12627.94,5,5,5,15,Champions,2,High-Value Active,3.6052325996676533,0.950171598175507,8.93834,61.3578
13079,5,5,220.10000000000002,5,4,1,10,Loyal Customers,0,High-Spend Watchlist,0.2521824908635154,-0.9286785296752602,55.850178,-28.467127
13080,180,1,58.08,1,1,1,3,Lost Customers,1,Dormant Customers,-2.241191367261203,-0.28602330156072747,-50.286854,24.910784
13081,12,11,28337.38,5,5,5,15,Champions,2,High-Value Active,3.220605438199,0.9016179656619151,4.175573,58.158424
13082,127,9,3613.63,2,5,5,12,At Risk,2,High-Value Active,1.4929711768736815,1.2059845458495824,22.56419,3.6940308
13083,5,2,303.75,5,2,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.22413234535303403,-1.1412408021944487,-21.549767,-57.874195
13085,158,2,416.08000000000004,2,2,2,6,Needs Attention,0,High-Spend Watchlist,-0.8105054381677427,0.29042840301946526,-7.5923586,-10.546027
13089,3,97,58762.08,5,5,5,15,Champions,2,High-Value Active,5.537842515502931,1.9788143166358079,4.2546616,66.63885
13090,9,14,8910.82,5,5,5,15,Champions,2,High-Value Active,2.8741315738585507,0.6268930863019714,11.542246,50.697998
13091,29,1,345.82,4,1,2,7,New Customers,0,High-Spend Watchlist,-0.6472705770793336,-1.073377660187856,-54.51663,-19.447025
13092,71,5,477.83,3,4,2,9,Loyal Customers,0,High-Spend Watchlist,0.31038771453203634,-0.11935679595487894,37.96297,-21.680838
13093,276,8,7832.47,1,5,5,11,At Risk,2,High-Value Active,1.0541019557916362,2.693978865679737,19.707424,1.8326404
13094,22,12,1927.3200000000002,4,5,4,13,Champions,2,High-Value Active,1.9333509328986065,0.2162201309970136,33.73232,51.245903
13095,71,1,74.39999999999999,3,1,1,5,Needs Attention,0,High-Spend Watchlist,-1.5952441106999289,-1.1653452555123904,-68.711,8.251142
13097,33,10,6003.22,4,5,5,14,Champions,2,High-Value Active,2.2821102438078857,0.579554488502345,20.393435,40.538788
13098,2,28,28882.44,5,5,5,15,Champions,2,High-Value Active,4.084012148379416,1.2134239280158592,5.8201594,62.52282
13099,100,1,207.35999999999999,2,1,1,4,Needs Attention,0,High-Spend Watchlist,-1.2392086499411257,-0.6060959573986274,-49.815876,8.850256
13101,235,1,101.19,1,1,1,3,Lost Customers,1,Dormant Customers,-2.2395524094776493,0.3595318129188137,-42.290623,31.52807
13102,2,24,6424.09,5,5,5,15,Champions,2,High-Value Active,3.2147209750691847,0.6950788336653138,13.796592,60.66144
13103,40,1,243.94,3,1,1,5,Needs Attention,0,High-Spend Watchlist,-0.8702258022694153,-1.0818593830319851,-61.043728,-9.848629
13104,4,6,1098.48,5,5,4,14,Champions,2,High-Value Active,1.1808071734629726,-0.38615890786917695,58.048412,31.739096
13106,134,1,76.5,2,1,1,4,Needs Attention,1,Dormant Customers,-1.8863568036298313,-0.6064392269333466,-51.976376,21.176144
13107,45,4,1531.6200000000001,3,4,4,11,Loyal Customers,2,High-Value Active,0.8375137144955591,-0.07792824525180317,39.22656,-7.868205
13108,373,1,350.06,1,1,2,4,Lost Customers,1,Dormant Customers,-2.3041322306348517,1.9369584313537571,-10.98688,52.19106
13109,60,2,786.54,3,2,3,8,Needs Attention,0,High-Spend Watchlist,-0.026499427261249,-0.3749091614023173,-6.7431517,-34.049225
13110,32,7,1488.67,4,5,4,13,Champions,2,High-Value Active,1.315667962975314,0.009482238327345887,49.37639,32.766865
13113,1,24,12245.960000000001,5,5,5,15,Champions,2,High-Value Active,3.534461853729871,0.8803923955975965,9.107688,60.524517
13115,12,4,2294.78,5,4,5,14,Champions,2,High-Value Active,1.1942954305123248,-0.24479725055146093,41.25971,0.4765183
13116,139,1,501.14,2,1,3,6,At Risk,0,High-Spend Watchlist,-0.9983165396708846,-0.0006109308259433789,-35.55683,1.8032178
13117,22,8,984.91,4,5,4,13,Champions,2,High-Value Active,1.2700679514917748,-0.1495640018791778,55.29649,36.919086
13118,20,5,1197.81,4,4,4,12,Champions,2,High-Value Active,1.004925989668747,-0.28903355829183214,64.82542,-1.0122962
13120,239,1,30.599999999999998,1,1,1,3,Lost Customers,1,Dormant Customers,-2.831849651066789,0.04141900824742426,-39.217358,43.912804
13121,270,1,283.73,1,1,2,4,Lost Customers,1,Dormant Customers,-1.9084929397053512,0.9737042780911292,-25.060282,27.545578
13122,95,2,922.39,2,2,3,7,At Risk,0,High-Spend Watchlist,-0.117991671770844,-0.02112394570512612,-4.6014605,-26.7245
13124,90,3,3756.33,2,3,5,10,At Risk,2,High-Value Active,0.8539929054887765,0.48564352899060687,22.513208,-14.682651
13126,5,8,2099.64,5,5,5,15,Champions,2,High-Value Active,1.7215140222821776,-0.07059435100366655,42.212666,39.348495
13127,78,1,259.17,2,1,2,5,Needs Attention,0,High-Spend Watchlist,-1.0244586646935319,-0.7315795440352824,-53.972275,-3.3688762
13130,95,1,64.0,2,1,1,4,Needs Attention,0,High-Spend Watchlist,-1.78370825827899,-1.0002256533664553,-68.00424,10.126446
13131,24,3,1073.3,4,3,4,11,Potential Loyalists,0,High-Spend Watchlist,0.5617999760587095,-0.467867455547954,33.229248,-43.089302
13132,262,1,77.3,1,1,1,3,Lost Customers,1,Dormant Customers,-2.500057286730277,0.515415069967021,-37.934887,41.288864
13133,274,2,109.8,1,2,1,4,Lost Customers,1,Dormant Customers,-2.0183190758313425,0.9055468402910843,-25.566658,36.423973
13134,86,4,1793.58,2,4,4,10,At Risk,2,High-Value Active,0.7163625618775953,0.32789440336142395,33.59353,-7.049488
13135,197,1,3096.0,1,1,5,7,At Risk,1,Dormant Customers,-0.39052516192893577,1.053627924729581,-20.961878,9.208736
13136,57,5,2607.61,3,4,5,12,Loyal Customers,2,High-Value Active,1.2056311217745397,0.2682492119637448,40.42754,10.512658
13137,11,8,3603.29,5,5,5,15,Champions,2,High-Value Active,1.9560703569621463,0.1442593195792238,31.231676,34.85463
13138,23,6,962.39,4,5,4,13,Champions,2,High-Value Active,1.0244618480407581,-0.25984187358239863,60.32366,31.033804
13139,17,7,5064.94,4,5,5,14,Champions,2,High-Value Active,1.9856953461456959,0.24658532894273286,27.527597,30.006557
13140,109,3,422.47,2,3,2,7,At Risk,0,High-Spend Watchlist,-0.3035295090995443,-0.004990545129571532,13.206847,-23.238832
13141,85,5,2388.75,2,4,5,11,At Risk,2,High-Value Active,1.027509078916288,0.48661789606040917,42.642582,10.775599
13142,20,1,307.09,4,1,2,7,New Customers,0,High-Spend Watchlist,-0.6615742765068229,-1.187662992147099,-59.289543,-20.501179
13144,333,1,110.95,1,1,1,3,Lost Customers,1,Dormant Customers,-2.668724422949278,1.243527225574268,-29.37304,45.36193
13145,40,4,618.52,3,4,3,10,Loyal Customers,0,High-Spend Watchlist,0.41949652321265474,-0.3941162181813586,44.398594,-21.034872
13146,27,1,228.91,4,1,1,6,New Customers,0,High-Spend Watchlist,-0.8383016779937256,-1.2145339500463883,-66.377464,-14.002021
13147,11,4,712.8000000000001,5,4,3,12,Loyal Customers,0,High-Spend Watchlist,0.6288280398325647,-0.6049718233860963,51.765,-20.84324
13148,30,12,3683.26,4,5,5,14,Champions,2,High-Value Active,2.210737381329366,0.48090482612124386,25.41952,47.354874
13149,15,4,1676.06,4,4,4,12,Champions,2,High-Value Active,1.026491784554406,-0.31304517110895413,44.51894,-3.659898
13151,296,1,1257.8700000000001,1,1,4,6,At Risk,1,Dormant Customers,-1.3085284577838365,1.6481119136294062,-13.246613,18.880932
13153,6,1,486.22,5,1,2,8,New Customers,0,High-Spend Watchlist,-0.37015911741082297,-1.1721515027833331,-45.876453,-24.285942
13155,34,4,971.76,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.6687606697666092,-0.31082724707048487,44.720196,-13.873464
13157,50,4,1741.22,3,4,4,11,Loyal Customers,2,High-Value Active,0.8759204997447855,0.004334018330605864,38.432182,-6.476771
13158,95,4,1201.06,2,4,4,10,At Risk,0,High-Spend Watchlist,0.47722983515540246,0.2860056820830156,34.238495,-12.03318
13159,9,4,1429.35,5,4,4,13,Champions,2,High-Value Active,0.9778137033452158,-0.41335587447006855,48.05725,-6.3230586
13160,23,1,91.8,4,1,1,6,New Customers,0,High-Spend Watchlist,-1.2618615539480669,-1.5224184653631756,-75.815735,1.6660368
13161,314,1,112.75,1,1,1,3,Lost Customers,1,Dormant Customers,-2.569097299761504,1.082258974251017,-30.369293,43.6335
13162,123,4,1688.29,2,4,4,10,At Risk,2,High-Value Active,0.5079990567625902,0.6330985434936315,28.375607,-7.2916703
13165,47,2,1021.48,3,2,4,9,Needs Attention,0,High-Spend Watchlist,0.16378823177495141,-0.4099960395263181,-2.1670773,-34.13728
13166,284,1,417.2,1,1,2,4,Lost Customers,1,Dormant Customers,-1.7885003892514435,1.211712815464483,-19.81406,26.038387
13167,19,4,791.33,4,4,3,11,Loyal Customers,0,High-Spend Watchlist,0.6411120145913284,-0.5036501004505239,49.959446,-18.576914
13168,37,4,1299.59,3,4,4,11,Loyal Customers,2,High-Value Active,0.7960438001130368,-0.19723509588918348,43.752453,-10.325315
13169,64,2,712.88,3,2,3,8,Needs Attention,0,High-Spend Watchlist,-0.09377290605845404,-0.36948880106264254,-10.390621,-36.28219
13170,27,1,108.81,4,1,1,6,New Customers,0,High-Spend Watchlist,-1.1990336871564913,-1.436826305014484,-74.74973,0.01858913
13171,22,3,468.41,4,3,2,9,Potential Loyalists,0,High-Spend Watchlist,0.1672818963723903,-0.7344176626846861,22.523478,-55.991833
13173,5,2,353.65,5,2,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.15010531158486537,-1.0956234373650249,-18.25286,-58.130585
13174,17,3,2742.82,4,3,5,12,Potential Loyalists,2,High-Value Active,1.053390959021624,-0.24696944919671934,25.850275,-18.982227
13176,47,1,481.49,3,1,2,6,Needs Attention,0,High-Spend Watchlist,-0.5731033635383431,-0.816731865032835,-45.138752,-17.77251
13177,65,1,282.45,3,1,2,6,Needs Attention,0,High-Spend Watchlist,-0.9197834985759606,-0.8194230453093639,-52.891773,-6.6924076
13178,27,11,5725.47,4,5,5,14,Champions,2,High-Value Active,2.3674467542620983,0.5516646508309326,20.546455,41.45242
13182,46,1,121.18,3,1,1,5,Needs Attention,0,High-Spend Watchlist,-1.2387641379944538,-1.2386481815058008,-68.99151,2.2032096
13183,8,9,3957.78,5,5,5,15,Champions,2,High-Value Active,2.112579733092278,0.1932419797410248,27.95777,39.54772
13184,15,10,1668.95,4,5,4,13,Champions,2,High-Value Active,1.7444114758114817,0.03726861089092184,42.04967,45.124836
13185,268,1,71.4,1,1,1,3,Lost Customers,1,Dormant Customers,-2.5673039541230906,0.5442899575112016,-37.537224,41.831306
13186,40,3,1575.89,3,3,4,10,Needs Attention,0,High-Spend Watchlist,0.6718160283600679,-0.21256868796178127,31.8531,-35.175335
13187,338,1,236.02,1,1,1,3,Lost Customers,1,Dormant Customers,-2.326714889725282,1.5128773219739895,-20.6272,41.765034
13188,12,1,114.60000000000001,5,1,1,7,New Customers,0,High-Spend Watchlist,-1.1014434705710046,-1.5524737399949688,-76.40993,-2.0305982
13189,19,2,260.68,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.36618746735727387,-1.0647127898230953,-25.517546,-54.652863
13192,96,2,911.94,2,2,3,7,At Risk,0,High-Spend Watchlist,-0.1283815746066366,-0.015807468768953743,-4.6546063,-26.564838
13193,62,1,112.08,3,1,1,5,Needs Attention,0,High-Spend Watchlist,-1.3538882250118485,-1.1220865664200848,-67.51541,4.5837803
13194,136,1,60.7,2,1,1,4,Needs Attention,1,Dormant Customers,-2.0073257271734604,-0.6575453879392265,-52.20498,22.15505
13196,12,4,1797.78,5,4,4,13,Champions,2,High-Value Active,1.0751977225219633,-0.3181883256654369,43.97652,-2.4570236
13198,11,6,3401.2400000000002,5,5,5,15,Champions,2,High-Value Active,1.698414825978602,0.014837277625178573,30.518593,25.785809
13199,4,38,9817.12,5,5,5,15,Champions,2,High-Value Active,3.8181227724170808,1.0384120821542289,10.872567,63.97489
13200,20,4,870.09,4,4,3,11,Loyal Customers,0,High-Spend Watchlist,0.6825415798434561,-0.46640113262951743,49.491898,-17.032534
13203,10,4,869.46,5,4,3,12,Loyal Customers,0,High-Spend Watchlist,0.7305254102949689,-0.5540222870788073,51.40793,-16.254852
13207,16,2,250.26000000000002,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.3715230207601677,-1.1031577032409747,-26.27213,-55.15581
13208,59,6,1217.65,3,5,4,12,Loyal Customers,2,High-Value Active,0.9651900961054058,0.12551744216514954,61.77539,25.744104
13209,31,8,5891.61,4,5,5,14,Champions,2,High-Value Active,2.0993717305087545,0.46694537005814324,24.426231,31.367937
13210,94,1,353.48,2,1,2,5,Needs Attention,0,High-Spend Watchlist,-0.9507965006328711,-0.4986829787045388,-45.287266,-2.9270895
13211,11,3,1095.42,5,3,4,12,Potential Loyalists,0,High-Spend Watchlist,0.6345876697403873,-0.5753608386226735,35.72394,-44.92306
13212,20,3,786.83,4,3,3,10,Potential Loyalists,0,High-Spend Watchlist,0.42973035820956146,-0.596128166271274,30.978857,-49.84962
13213,57,5,1520.58,3,4,4,11,Loyal Customers,2,High-Value Active,0.942470192779557,0.10608266961099412,47.71284,8.5706005
13216,268,1,333.74,1,1,2,4,Lost Customers,1,Dormant Customers,-1.8198322096444597,1.0049012981513212,-23.859333,25.761917
13217,123,3,533.98,2,3,3,8,At Risk,0,High-Spend Watchlist,-0.2570914929408965,0.1876917937591412,14.875899,-23.098783
13218,128,1,62.63999999999999,2,1,1,4,Needs Attention,1,Dormant Customers,-1.9535429795497874,-0.7181550949450213,-52.495117,21.857023
13220,79,4,819.2900000000001,2,4,3,9,At Risk,0,High-Spend Watchlist,0.3680198475865078,0.031203632345785506,38.487537,-16.669174
13221,241,2,847.41,1,2,3,6,At Risk,1,Dormant Customers,-0.8650548227200575,1.2294908883509825,1.1844732,2.8654528
13223,201,2,163.20000000000002,1,2,1,4,Lost Customers,1,Dormant Customers,-1.473430114839908,0.3858342576557944,-11.135759,-2.427467
13224,61,2,2155.95,3,2,5,10,Needs Attention,0,High-Spend Watchlist,0.46052331432525784,-0.06307420173940059,3.7211375,-31.36447
13225,4,7,6463.84,5,5,5,15,Champions,2,High-Value Active,2.1675699467320166,0.20631410751731977,25.824507,29.993876
13226,274,1,108.21000000000001,1,1,1,3,Lost Customers,1,Dormant Customers,-2.3956328772854745,0.7203921125549064,-34.848854,39.1114
13227,202,1,257.7,1,1,2,4,Lost Customers,1,Dormant Customers,-1.6266038556153477,0.35051941086758265,-38.346603,17.111849
13228,82,1,358.0,2,1,2,5,Needs Attention,0,High-Spend Watchlist,-0.8866066394148775,-0.5997555649236834,-46.50582,-4.6982384
13229,226,1,160.95,1,1,1,3,Lost Customers,1,Dormant Customers,-1.9712659435515223,0.41938581917098794,-38.04627,27.725248
13230,5,14,2755.63,5,5,5,15,Champions,2,High-Value Active,2.3206538893378226,0.23894987121649885,29.806772,52.30112
13232,13,7,1328.35,5,5,4,14,Champions,2,High-Value Active,1.3519222244878495,-0.19083800257551478,52.24391,35.293354
13233,75,2,605.12,2,2,3,7,At Risk,0,High-Spend Watchlist,-0.22682746441853088,-0.3225714175473831,-13.671154,-36.520355
13235,213,1,1031.07,1,1,4,6,At Risk,1,Dormant Customers,-1.0043066237750924,0.8629040221531303,-22.830585,10.854287
13236,25,2,744.85,4,2,3,9,Potential Loyalists,0,High-Spend Watchlist,0.11612835524419296,-0.6971833415525395,-2.9101057,-44.95194
13238,18,4,700.73,4,4,3,11,Loyal Customers,0,High-Spend Watchlist,0.5866666990161594,-0.5489197088509475,50.37248,-21.037592
13239,262,1,329.56,1,1,2,4,Lost Customers,1,Dormant Customers,-1.7969643960419057,0.9486790178910971,-24.67241,25.0597
13240,97,4,663.65,2,4,3,9,At Risk,0,High-Spend Watchlist,0.17830197564479264,0.12523664126913034,35.613785,-18.535658
13242,113,3,270.40000000000003,2,3,2,7,At Risk,0,High-Spend Watchlist,-0.5400490338415803,-0.10386395735927133,11.287605,-22.27299
13243,204,1,585.12,1,1,3,5,At Risk,1,Dormant Customers,-1.237012716557877,0.614033510291787,-26.310137,12.414348
13244,93,1,121.74000000000001,2,1,1,4,Needs Attention,0,High-Spend Watchlist,-1.4637157480363663,-0.8264760322357094,-63.811,7.7301073
